RA;Fase;INDE_ATUAL;Pedra Atual;Pedra Passada;Turma;Nome Anonimizado;Data de Nasc;Idade;Gênero;Ano ingresso;Instituição de ensino;INDE_ANTERIOR;Cg;Cf;Ct;Nº Av;Avaliador1;Rec Av1;Avaliador2;Rec Av2;IAA;IEG;IPS;IPP;Rec Psicologia;IDA;Mat;Por;Ing;Indicado;Atingiu PV;IPV;IAN;Fase Ideal;Defasagem;Destaque IEG;Destaque IDA;Destaque IPV;ANO
RA-1027;2;8.220866666700001;Topázio;Ametista;2B;Aluno-1027;2013-04-25 00:00:00;11;Feminino;2023;Pública;7.749;;;;3.0;Avaliador-19;;Avaliador-5;;9.5;10.0;7.5;7.9;;5.2;6.0;4.5;;;;8.4;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1023;2;9.498580952300001;Topázio;Topázio;2B;Aluno-1023;2014-05-06 00:00:00;10;Feminino;2023;Pública;9.134;;;;3.0;Avaliador-19;;Avaliador-5;;9.5;9.5;9.4;9.0;;9.5;9.0;10.0;;;;9.6;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-686;2;8.040259523700001;Topázio;Ametista;2C;Aluno-686;2013-04-19 00:00:00;11;Feminino;2022;Pública;7.964;;;;3.0;Avaliador-19;;Avaliador-5;;8.0;8.8;6.9;8.4;;7.2;5.0;9.5;;;;7.5;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-480;2;7.260202380900001;Ametista;Topázio;2C;Aluno-480;2012-10-20 00:00:00;12;Feminino;2021;Pública;8.226;;;;3.0;Avaliador-19;;Avaliador-5;;6.2;8.1;7.5;7.8;;5.0;2.5;7.5;;;;7.4;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1017;2;7.345521428500001;Ametista;Agata;2C;Aluno-1017;2012-10-01 00:00:00;12;Masculino;2023;Pública;6.505;;;;3.0;Avaliador-19;;Avaliador-5;;9.5;7.8;6.3;7.2;;5.0;2.5;7.5;;;;7.4;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-499;2;7.5794738095000005;Ametista;Ametista;2C;Aluno-499;2012-07-24 00:00:00;12;Masculino;2021;Pública;7.888;;;;3.0;Avaliador-19;;Avaliador-5;;8.5;9.0;7.5;7.2;;4.8;2.0;7.5;;;;7.5;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1462;2;7.6243666666;Ametista;;2D;Aluno-1462;2010-12-14 00:00:00;13;Feminino;2024;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;8.5;10.0;7.5;8.1;;6.5;6.0;7.0;;;;7.1;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-1463;2;9.074561111000001;Topázio;;2D;Aluno-1463;2012-11-05 00:00:00;12;Masculino;2024;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;8.5;9.7;7.5;9.1;;10.0;10.0;10.0;;;;8.1;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1464;2;7.288424359;Ametista;;2D;Aluno-1464;2011-07-14 00:00:00;13;Feminino;2024;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;8.0;7.8;7.5;9.1;;6.2;4.0;8.5;;;;7.6;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-687;2;8.2739844611;Topázio;Ametista;2D;Aluno-687;2013-01-26 00:00:00;11;Masculino;2022;Pública;7.618;;;;3.0;Avaliador-20;;Avaliador-19;;7.5;9.2;7.5;8.8;;7.2;6.5;8.0;;;;8.0;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1030;2;7.7401916040000005;Ametista;Ametista;2D;Aluno-1030;2012-08-10 00:00:00;12;Masculino;2023;Pública;7.403;;;;3.0;Avaliador-20;;Avaliador-19;;7.4;8.3;4.4;7.8;;8.0;10.0;6.0;;;;7.6;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1465;2;7.3344666666;Ametista;;2D;Aluno-1465;2011-11-26 00:00:00;12;Masculino;2024;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;7.4;8.8;7.5;8.8;;5.8;5.0;6.5;;;;7.8;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-522;2;8.6777119048;Topázio;Ametista;2D;Aluno-522;2013-01-08 00:00:00;11;Masculino;2021;Pública;7.891;;;;3.0;Avaliador-20;;Avaliador-19;;8.0;9.5;7.5;8.4;;9.0;9.5;8.5;;;;7.9;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-501;2;8.2779474937;Topázio;Topázio;2D;Aluno-501;2013-10-20 00:00:00;11;Masculino;2021;Privada;8.136;;;;3.0;Avaliador-20;;Avaliador-19;;7.0;8.0;7.5;8.4;;8.8;8.5;9.0;;;;8.2;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1466;2;8.213723809600001;Topázio;;2D;Aluno-1466;2012-08-24 00:00:00;12;Masculino;2024;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;10.0;7.4;7.5;8.8;;7.5;7.0;8.0;;;;8.1;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-502;2;8.5023309524;Topázio;Topázio;2D;Aluno-502;2014-05-24 00:00:00;10;Feminino;2021;Privada - Programa de Apadrinhamento;8.749;;;;3.0;Avaliador-20;;Avaliador-19;;9.0;9.8;3.8;9.1;;8.0;6.0;10.0;;;;8.8;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1467;2;8.836711278200001;Topázio;;2D;Aluno-1467;2012-08-02 00:00:00;12;Masculino;2024;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;9.0;9.0;7.5;8.8;;9.2;9.0;9.5;;;;8.3;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1468;2;8.1281028822;Topázio;;2D;Aluno-1468;2012-08-02 00:00:00;12;Feminino;2024;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;8.5;9.0;7.5;8.4;;7.0;4.5;9.5;;;;7.4;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-527;2;8.1403666666;Topázio;Ametista;2D;Aluno-527;2013-02-03 00:00:00;11;Feminino;2022;Pública;7.568;;;;3.0;Avaliador-20;;Avaliador-19;;9.0;10.0;7.5;8.1;;6.0;6.5;5.5;;;;7.4;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1469;2;7.459755555500001;Ametista;;2D;Aluno-1469;2011-03-26 00:00:00;13;Masculino;2024;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;8.5;9.4;7.5;8.8;;4.8;6.0;3.5;;;;8.2;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-1470;2;5.967421532000001;Quartzo;;2G;Aluno-1470;2012-02-17 00:00:00;12;Feminino;2024;Pública;;;;;4.0;Avaliador-19;;Avaliador-16;;8.0;6.4;6.3;6.9;;5.0;5.0;5.0;;;;5.4;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-1471;2;7.404455434800001;Ametista;;2G;Aluno-1471;2011-08-08 00:00:00;13;Masculino;2024;Pública;;;;;4.0;Avaliador-19;;Avaliador-16;;10.0;7.2;7.5;7.7;;7.5;8.0;7.0;;;;7.2;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-710;2;7.0366241342;Ametista;Ametista;2G;Aluno-710;2012-03-01 00:00:00;12;Masculino;2021;Pública;7.058;;;;4.0;Avaliador-19;;Avaliador-16;;9.2;8.2;5.6;7.7;;6.8;8.0;5.5;;;;6.5;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-1472;2;8.773575000000001;Topázio;;2G;Aluno-1472;2012-11-19 00:00:00;11;Masculino;2022;Pública;;;;;4.0;Avaliador-19;;Avaliador-16;;8.5;10.0;7.5;8.0;;8.8;9.0;8.5;;;;8.1;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-837;2;7.9648467391;Ametista;Topázio;2G;Aluno-837;2014-04-07 00:00:00;10;Masculino;2022;Pública;8.271;;;;4.0;Avaliador-19;;Avaliador-16;;7.5;9.8;6.9;7.0;;6.8;6.0;7.5;;;;7.6;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-731;2;4.7704873377000006;Quartzo;Agata;2G;Aluno-731;2012-04-24 00:00:00;12;Feminino;2021;Pública;6.774;;;;4.0;Avaliador-19;;Avaliador-16;;9.5;4.2;4.4;5.8;;2.5;0.0;5.0;;;;4.8;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-706;2;5.8701964286;Quartzo;Ametista;2G;Aluno-706;2012-12-10 00:00:00;11;Feminino;2021;Pública;7.153;;;;4.0;Avaliador-19;;Avaliador-16;;0.0;7.1;6.3;7.7;;3.2;3.0;3.5;;;;7.0;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1044;2;7.966711904800001;Ametista;Ametista;2G;Aluno-1044;2013-04-24 00:00:00;11;Feminino;2023;Pública;7.63;;;;4.0;Avaliador-19;;Avaliador-16;;7.5;9.5;7.5;7.2;;7.0;7.0;7.0;;;;7.2;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-721;2;8.8986026915;Topázio;Topázio;2G;Aluno-721;2014-03-20 00:00:00;10;Feminino;2021;Pública;8.683;;;;4.0;Avaliador-19;;Avaliador-16;;9.0;9.5;8.1;8.8;;8.2;9.0;7.5;;;;8.8;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-735;2;7.7888467391;Ametista;Ametista;2H;Aluno-735;2012-06-29 00:00:00;12;Feminino;2021;Pública;7.184;;;;4.0;Avaliador-19;;Avaliador-17;;8.0;9.8;6.3;7.7;;8.0;8.0;8.0;;;;7.7;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-1103;2;7.861995031000001;Ametista;Ametista;2H;Aluno-1103;2012-11-30 00:00:00;11;Masculino;2023;Pública;7.575;;;;4.0;Avaliador-19;;Avaliador-17;;8.5;7.8;7.5;7.5;;7.2;6.0;8.5;;;;7.5;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-713;2;7.467500983400001;Ametista;Ametista;2H;Aluno-713;2013-02-26 00:00:00;11;Masculino;2021;Pública;7.408;;;;4.0;Avaliador-19;;Avaliador-17;;8.0;7.5;7.5;7.0;;6.8;6.0;7.5;;;;6.8;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-714;2;5.4653662008;Quartzo;Agata;2H;Aluno-714;2011-06-30 00:00:00;13;Masculino;2021;Pública;6.079;;;;4.0;Avaliador-19;;Avaliador-17;;0.0;6.9;6.3;7.7;;4.0;8.0;0.0;;;;7.0;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-737;2;8.4695488613;Topázio;Topázio;2H;Aluno-737;2013-10-29 00:00:00;11;Feminino;2022;Pública;8.048;;;;4.0;Avaliador-19;;Avaliador-17;;8.5;8.7;6.9;7.5;;9.2;9.0;9.5;;;;8.0;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1474;2;7.384207505200001;Ametista;;2H;Aluno-1474;2013-01-05 00:00:00;11;Feminino;2024;Pública;;;;;4.0;Avaliador-19;;Avaliador-17;;8.0;8.0;5.6;6.7;;7.5;7.0;8.0;;;;6.3;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1036;2;8.2841303831;Topázio;Agata;2H;Aluno-1036;2012-07-18 00:00:00;12;Feminino;2023;Pública;6.971;;;;4.0;Avaliador-19;;Avaliador-17;;10.0;9.1;7.5;7.7;;7.0;7.0;7.0;;;;7.7;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-576;2;8.93195;Topázio;Ametista;2H;Aluno-576;2012-08-23 00:00:00;12;Feminino;2022;Pública;7.985;;;;4.0;Avaliador-19;;Avaliador-17;;8.5;10.0;7.5;7.8;;9.2;9.0;9.5;;;;8.5;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-580;2;7.9281521222;Ametista;Topázio;2H;Aluno-580;2012-02-15 00:00:00;12;Feminino;2021;Pública;8.471;;;;4.0;Avaliador-19;;Avaliador-17;;9.0;8.9;7.5;7.0;;9.2;10.0;8.5;;;;7.2;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-581;2;7.0833015528;Ametista;Ametista;2H;Aluno-581;2012-02-24 00:00:00;12;Masculino;2021;Pública;7.717;;;;4.0;Avaliador-19;;Avaliador-17;;7.4;8.2;5.6;6.6;;8.8;8.0;9.5;;;;6.2;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-730;2;8.469255555700002;Topázio;Ametista;2I;Aluno-730;2012-12-17 00:00:00;11;Feminino;2021;Pública;7.979;;;;3.0;Avaliador-19;;Avaliador-17;;8.0;7.2;6.9;9.2;;9.5;10.0;9.0;;;;8.7;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-855;2;8.578533333400001;Topázio;Topázio;2I;Aluno-855;2013-11-23 00:00:00;10;Feminino;2022;Pública;8.63;;;;3.0;Avaliador-19;;Avaliador-17;;9.0;10.0;7.5;7.5;;8.5;9.0;8.0;;;;7.4;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-820;2;7.426572549100001;Ametista;Ametista;2I;Aluno-820;2013-08-26 00:00:00;11;Masculino;2022;Pública;7.856;;;;3.0;Avaliador-19;;Avaliador-17;;10.0;6.6;7.5;8.3;;6.2;6.0;6.5;;;;6.4;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-715;2;5.3098253133;Quartzo;Quartzo;2I;Aluno-715;2013-08-12 00:00:00;11;Feminino;2022;Pública;5.892;;;;3.0;Avaliador-19;;Avaliador-17;;9.0;5.3;3.8;5.0;;2.8;2.0;3.5;;;;4.7;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1038;2;7.9646385965;Ametista;Ametista;2I;Aluno-1038;2013-07-21 00:00:00;11;Feminino;2023;Pública;7.737;;;;3.0;Avaliador-19;;Avaliador-17;;8.0;7.5;7.5;7.5;;8.5;10.0;7.0;;;;7.3;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1475;2;7.413901754400001;Ametista;;2I;Aluno-1475;2013-11-20 00:00:00;10;Feminino;2024;Pública;;;;;3.0;Avaliador-19;;Avaliador-17;;9.0;8.1;7.5;7.5;;5.0;7.0;3.0;;;;7.0;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1039;2;7.549644444400001;Ametista;Ametista;2I;Aluno-1039;2011-08-05 00:00:00;13;Masculino;2023;Pública;7.686;;;;3.0;Avaliador-19;;Avaliador-17;;8.0;9.7;7.5;7.5;;7.2;8.0;6.5;;;;6.8;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-745;2;8.6102;Topázio;Ametista;2I;Aluno-745;2013-08-04 00:00:00;11;Masculino;2021;Privada - Programa de Apadrinhamento;7.668;;;;3.0;Avaliador-19;;Avaliador-17;;9.0;10.0;6.3;7.5;;8.5;8.0;9.0;;;;8.2;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-718;2;8.705811111100001;Topázio;Topázio;2I;Aluno-718;2014-08-11 00:00:00;10;Feminino;2022;Pública;8.167;;;;3.0;Avaliador-19;;Avaliador-17;;10.0;9.5;5.6;7.5;;9.5;9.0;10.0;;;;7.9;10;Fase 1 (3° e 4° ano);1;;;;2024
RA-1040;2;7.764199999900001;Ametista;Ametista;2I;Aluno-1040;2011-12-06 00:00:00;12;Masculino;2023;Pública;7.815;;;;3.0;Avaliador-19;;Avaliador-17;;9.5;8.5;7.5;7.5;;8.2;8.0;8.5;;;;7.3;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-746;2;7.903311111100001;Ametista;Agata;2I;Aluno-746;2014-04-09 00:00:00;10;Masculino;2022;Pública;6.517;;;;3.0;Avaliador-19;;Avaliador-17;;8.5;7.4;7.5;7.5;;8.0;8.0;8.0;;;;7.3;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1069;2;7.678917391300001;Ametista;Ametista;2K;Aluno-1069;2012-09-18 00:00:00;12;Masculino;2023;Pública;7.59;;;;4.0;Avaliador-17;;Avaliador-19;;9.0;7.1;7.5;8.1;;6.2;7.0;5.5;;;;7.8;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1476;2;8.80795;Topázio;;2K;Aluno-1476;2013-01-22 00:00:00;11;Feminino;2024;Pública;;;;;4.0;Avaliador-17;;Avaliador-19;;9.5;10.0;5.6;8.4;;8.5;8.0;9.0;;;;8.8;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-827;2;8.2483467391;Topázio;Ametista;2K;Aluno-827;2012-10-11 00:00:00;12;Feminino;2022;Pública;7.42;;;;4.0;Avaliador-17;;Avaliador-19;;10.0;9.8;5.0;7.7;;7.2;6.0;8.5;;;;7.9;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1477;2;7.0514989130000005;Ametista;;2K;Aluno-1477;2012-12-27 00:00:00;11;Masculino;2024;Pública;;;;;4.0;Avaliador-17;;Avaliador-19;;8.0;8.0;7.5;6.4;;5.0;5.0;5.0;;;;6.3;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-762;2;5.9677326087;Quartzo;Ametista;2K;Aluno-762;2010-06-28 00:00:00;14;Masculino;2022;Pública;7.099;;;;4.0;Avaliador-17;;Avaliador-19;;10.0;6.4;6.3;6.6;;3.8;4.0;3.5;;;;5.8;5;Fase 4 (9° ano);-2;;;;2024
RA-778;2;8.0754139589;Topázio;Ametista;2K;Aluno-778;2013-07-11 00:00:00;11;Feminino;2021;Pública;7.927;;;;4.0;Avaliador-17;;Avaliador-19;;10.0;8.1;7.5;7.5;;7.0;5.0;9.0;;;;7.7;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-829;2;9.171825000000002;Topázio;Topázio;2K;Aluno-829;2014-09-30 00:00:00;10;Feminino;2022;Privada - Programa de Apadrinhamento;8.532;;;;4.0;Avaliador-17;;Avaliador-19;;9.5;9.8;9.4;8.9;;8.0;6.0;10.0;;;;9.2;10;Fase 1 (3° e 4° ano);1;;;;2024
RA-1480;2;7.09445;Ametista;;2K;Aluno-1480;2011-12-31 00:00:00;12;Masculino;2024;Pública;;;;;4.0;Avaliador-17;;Avaliador-19;;8.5;8.9;7.5;7.2;;5.5;;5.5;;;;7.0;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-438;2;7.930283695700001;Ametista;Agata;2K;Aluno-438;2012-03-11 00:00:00;12;Masculino;2022;Pública;6.988;;;;4.0;Avaliador-17;;Avaliador-19;;9.2;8.7;7.5;8.0;;8.2;7.0;9.5;;;;7.9;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-607;2;7.6486021739000005;Ametista;Ametista;2K;Aluno-607;2012-08-17 00:00:00;12;Masculino;2022;Pública;7.333;;;;4.0;Avaliador-17;;Avaliador-19;;8.5;7.5;7.5;7.2;;7.0;7.0;7.0;;;;7.2;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1482;2;5.2257;Quartzo;;2K;Aluno-1482;2010-11-05 00:00:00;14;Masculino;2024;Pública;;;;;4.0;Avaliador-17;;Avaliador-19;;8.5;5.0;7.5;7.5;;0.0;0.0;0.0;;;;6.9;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-1483;2;7.311433695700001;Ametista;;2K;Aluno-1483;2013-09-03 00:00:00;11;Masculino;2024;Pública;;;;;4.0;Avaliador-17;;Avaliador-19;;9.5;7.9;7.5;5.8;;6.5;6.0;7.0;;;;5.7;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1484;2;7.754200000000001;Ametista;;2L;Aluno-1484;2010-08-06 00:00:00;14;Feminino;2024;Pública;;;;;3.0;Avaliador-19;;Avaliador-25;;9.0;10.0;6.3;7.5;;7.0;5.0;9.0;;;;7.9;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-597;2;7.843291097300001;Ametista;Topázio;2L;Aluno-597;2013-02-21 00:00:00;11;Masculino;2022;Pública;8.49;;;;3.0;Avaliador-19;;Avaliador-25;;9.0;9.3;7.5;7.5;;6.0;5.0;7.0;;;;6.9;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-624;2;7.229425672900001;Ametista;Topázio;2L;Aluno-624;2012-08-02 00:00:00;12;Masculino;2022;Pública;8.271;;;;3.0;Avaliador-19;;Avaliador-25;;8.0;8.2;7.5;7.9;;4.0;8.0;0.0;;;;7.2;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1487;2;8.0267434782;Topázio;;2L;Aluno-1487;2011-08-26 00:00:00;13;Feminino;2024;Pública;;;;;3.0;Avaliador-19;;Avaliador-25;;10.0;9.6;6.3;7.7;;8.2;7.0;9.5;;;;7.8;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-1489;2;5.9842289855000015;Quartzo;;2L;Aluno-1489;2012-05-04 00:00:00;12;Masculino;2024;Pública;;;;;3.0;Avaliador-19;;Avaliador-25;;9.0;5.8;6.3;6.7;;5.0;5.0;5.0;;;;5.7;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-600;2;7.847373913;Ametista;Ametista;2L;Aluno-600;2013-03-15 00:00:00;11;Feminino;2021;Pública;7.652;;;;3.0;Avaliador-19;;Avaliador-25;;8.0;8.0;7.5;7.5;;7.5;8.0;7.0;;;;7.2;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1490;2;7.3725768116;Ametista;;2L;Aluno-1490;2012-04-04 00:00:00;12;Feminino;2024;Privada;;;;;3.0;Avaliador-19;;Avaliador-25;;8.5;9.6;6.3;6.7;;7.8;8.0;7.5;;;;6.3;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-1491;2;7.5072;Ametista;;2L;Aluno-1491;2012-07-13 00:00:00;12;Masculino;2024;Pública;;;;;3.0;Avaliador-19;;Avaliador-25;;9.0;6.2;7.5;7.5;;6.5;6.0;7.0;;;;7.8;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1066;2;7.9326223603;Ametista;Ametista;2L;Aluno-1066;2013-09-16 00:00:00;11;Feminino;2023;Pública;7.263;;;;3.0;Avaliador-19;;Avaliador-25;;9.5;8.4;6.3;7.5;;7.2;7.0;7.5;;;;7.4;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1492;2;8.479020512900002;Topázio;;2L;Aluno-1492;2014-11-27 00:00:00;9;Masculino;2024;Pública;;;;;3.0;Avaliador-19;;Avaliador-25;;8.0;8.8;7.5;8.8;;8.0;6.0;10.0;;;;8.4;10;Fase 1 (3° e 4° ano);1;;;;2024
RA-834;2;8.513646169700001;Topázio;Topázio;2L;Aluno-834;2013-01-10 00:00:00;11;Masculino;2022;Pública;8.663;;;;3.0;Avaliador-19;;Avaliador-25;;8.0;9.1;6.3;7.7;;8.8;9.0;8.5;;;;8.7;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-784;2;8.8857454545;Topázio;Topázio;2M;Aluno-784;2013-04-24 00:00:00;11;Feminino;2022;Privada - Programa de Apadrinhamento;8.171;;;;3.0;Avaliador-20;;Avaliador-19;;8.0;9.8;5.6;9.4;;8.8;8.0;9.5;;;;9.4;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1059;2;8.678450000000002;Topázio;Ametista;2M;Aluno-1059;2013-07-06 00:00:00;11;Masculino;2023;Pública;7.764;;;;3.0;Avaliador-20;;Avaliador-19;;8.0;10.0;6.3;9.1;;7.5;7.5;7.5;;;;9.2;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-612;2;9.134040909100001;Topázio;Topázio;2M;Aluno-612;2012-08-24 00:00:00;12;Feminino;2021;Privada - Programa de Apadrinhamento;8.411;;;;3.0;Avaliador-20;;Avaliador-19;;8.0;9.5;6.3;9.7;;9.8;9.5;10.0;;;;9.4;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-761;2;8.174593939300001;Topázio;Topázio;2M;Aluno-761;2013-01-23 00:00:00;11;Masculino;2022;Pública;8.22;;;;3.0;Avaliador-20;;Avaliador-19;;8.5;8.9;6.3;8.8;;7.2;8.0;6.5;;;;8.0;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-665;2;5.698703030200001;Quartzo;Agata;2M;Aluno-665;2011-12-07 00:00:00;12;Feminino;2022;Pública;6.186;;;;3.0;Avaliador-20;;Avaliador-19;;8.3;5.1;5.6;7.5;;4.8;3.0;6.5;;;;5.4;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-1061;2;8.76595;Topázio;Topázio;2M;Aluno-1061;2013-07-25 00:00:00;11;Masculino;2023;Pública;8.197;;;;3.0;Avaliador-20;;Avaliador-19;;8.5;10.0;6.3;8.4;;8.5;7.0;10.0;;;;8.7;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1494;2;5.8748823529;Quartzo;;2M;Aluno-1494;2013-03-06 00:00:00;11;Feminino;2024;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;0.0;6.8;7.5;7.5;;4.2;8.5;0.0;;;;5.8;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1495;2;8.4845030302;Topázio;;2M;Aluno-1495;2013-09-19 00:00:00;11;Feminino;2021;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;9.0;8.3;7.5;8.8;;8.2;8.5;8.0;;;;8.2;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1497;2;5.2423787879;Quartzo;;2M;Aluno-1497;2012-05-18 00:00:00;12;Feminino;2024;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;0.0;5.0;7.5;6.9;;2.0;4.0;0.0;;;;7.0;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1498;2;7.147881818200001;Ametista;;2M;Aluno-1498;2011-08-15 00:00:00;13;Feminino;2024;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;8.5;7.8;7.5;8.1;;7.0;5.0;9.0;;;;6.3;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-1499;2;7.914800000000001;Ametista;;2N;Aluno-1499;2012-11-03 00:00:00;12;Feminino;2024;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;8.4;9.2;6.9;8.1;;6.5;6.0;7.0;;;;7.1;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-788;2;7.9221068268;Ametista;Ametista;2N;Aluno-788;2014-03-11 00:00:00;10;Masculino;2021;Privada - Programa de Apadrinhamento;7.806;;;;3.0;Avaliador-20;;Avaliador-19;;8.4;9.5;6.3;8.4;;5.8;4.0;7.5;;;;7.8;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1500;2;7.360450000100002;Ametista;;2N;Aluno-1500;2013-04-22 00:00:00;11;Masculino;2024;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;9.5;8.3;6.9;8.4;;3.5;2.0;5.0;;;;7.6;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-777;2;7.563515408100001;Ametista;Ametista;2N;Aluno-777;2014-05-07 00:00:00;10;Feminino;2022;Pública;7.468;;;;3.0;Avaliador-20;;Avaliador-19;;8.0;8.8;7.5;8.1;;4.5;3.5;5.5;;;;7.7;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1063;2;7.279250000000001;Ametista;Ametista;2N;Aluno-1063;2012-02-04 00:00:00;12;Masculino;2023;Pública;7.491;;;;3.0;Avaliador-20;;Avaliador-19;;5.2;9.8;7.5;7.8;;7.8;9.0;6.5;;;;6.1;5;Fase 3 (7° e 8° ano);-1;;;;2024
RA-664;2;7.5017244089;Ametista;Topázio;2N;Aluno-664;2012-08-29 00:00:00;12;Feminino;2022;Pública;8.087;;;;3.0;Avaliador-20;;Avaliador-19;;9.0;6.8;7.5;8.1;;5.8;3.0;8.5;;;;7.7;10;Fase 2 (5° e 6° ano);0;;;;2024
RA-1501;2;8.04495;Topázio;;2N;Aluno-1501;2013-05-04 00:00:00;11;Feminino;2024;Pública;;;;;3.0;Avaliador-20;;Avaliador-19;;9.5;10.0;7.5;8.4;;5.0;4.5;5.5;;;;7.5;10;Fase 2 (5° e 6° ano);0;;;;2024
